id,assistant_id,name,description,created_at,active,phone,payment_status,summary_time,niche,expectation,subject,link,updated_at
152,asst_3cGFZ4nHzbqD8lURn6Rs6SkR,CRAFT Book Club,"Um espaço para amantes da leitura trocarem ideias, métodos de anotação e reflexões sobre livros, promovendo a troca de conhecimentos e experiências.",2025-04-11 19:25:58.173339+00,t,120363396300059767-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
159,asst_jiWujMj1IUi6d69HwAvotXkv,Importantes,"Um grupo voltado para o compartilhamento de informações e links relacionados a marketing digital, produtos e estratégias de vendas.",2025-04-13 19:08:20.530825+00,t,120363305065102779-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
42,asst_Uwj7tQrtCWsYBgRHOeOUkdq0,🔥 AQUECIMENTO DE CHIP WHATSAPP,"Um grupo voltado para o aquecimento de chips no WhatsApp, com foco na troca de experiências e informações sobre esse tema.",2025-04-03 16:43:33.463977+00,t,120363171834384887-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
48,asst_5D7ELCSDVz08YVehP7b5MAhm,☀Bora! Calistenia,"Um grupo que incentiva a prática de calistenia e atividades físicas ao ar livre, promovendo interação e compartilhamento de experiências entre os participantes.",2025-04-03 16:52:43.513985+00,t,556182280167-1559525011,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
120,asst_QHL5qZjJAvBXTZWYPft5PwlN,⚜FEEP⚜,"Um grupo onde amigos compartilham momentos descontraídos, discutem esportes, trocam informações pessoais e fazem planos de lazer.",2025-04-04 20:47:36.502847+00,t,556493360476-1527116280,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
118,asst_tf7xApScdWgc1oIdIdvARBOQ,📢 [T12-AVISOS] Mentoria Arrematador,"Um grupo voltado para a divulgação de lives e conteúdos relacionados à mentoria para arrematadores de imóveis, promovendo aprendizado e inspiração no setor.",2025-04-04 18:00:15.690883+00,t,120363329761811650-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
184,asst_gxDWLV1QePTtkvXPDeGEZTGl,ABL-  1999-2001,"Um espaço para discussão e organização de encontros sociais, sorteios de produtos e celebrações entre amigas.",2025-04-29 00:36:59.946835+00,t,5527998138028-1621526253,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
208,asst_CUiXmf2DtNQ0dHVWaQ6Ib3dJ,Cláudio Xandão,"Um grupo de amigos onde se compartilham vídeos, músicas e se discutem assuntos variados, especialmente relacionados a futebol, festas e humor.",2025-05-13 15:05:54.659315+00,t,120363045686951112-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
90,asst_P9nZZessmH6UJd7bpXfLpeG8,Grupo do carro,"Um grupo voltado para a troca de informações sobre abastecimento de combustíveis, incluindo preços e distâncias percorridas.",2025-04-03 20:43:57.57604+00,t,120363366698845525-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
44,asst_2FZbdw68BxkZzcjsJeScMt52,Árvore Dos Saberes - Eletrônica e Hardware,"Um grupo focado na troca de conhecimentos sobre eletrônica e hardware, com compartilhamento de informações históricas, práticas de aprendizado e reflexões motivacionais.",2025-04-03 16:51:12.305967+00,t,120363233625662156-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
163,asst_Gm5DoU3A0xuZkUYHtdqU5AM6,CRAFT Book Club (Black),"Um grupo destinado à troca de reflexões e aprendizados sobre livros e desenvolvimento pessoal, buscando melhorar a qualidade de vida e a saúde mental dos membros enquanto compartilham experiências.",2025-04-14 17:46:18.536093+00,t,120363413857105738-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
243,asst_qEEe8GBLm4tvNH5cj8RYAwMV,🚨 FUP - GRUPOS VIPs 🚨,"Um grupo de apoio e troca de conhecimentos entre profissionais da saúde, focado na discussão de casos clínicos e na orientação sobre tratamentos e intervenções médicas.",2025-07-04 21:29:00.381416+00,f,120363419951929013-group,CANCELED,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
223,asst_bgtuTRHGpXySyJEaX1Ja7fvP,"Inteligência Artificial, Design e Web","Um grupo voltado para a troca de informações, dicas e discussões sobre inteligência artificial, design e desenvolvimento web, envolvendo ferramentas e metodologias relevantes para esses campos.",2025-05-23 19:42:43.131962+00,t,120363049249583427-group,PARTNER,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
158,asst_ivftJpaGbZpaTMqFoevfw1M6,JOGOS DA PPSSPP & ANDROID 󱢏,"Um grupo focado na troca de jogos para PPSSPP e Android, onde os membros compartilham links e solicitações de download, além de discutirem sobre diferentes títulos.",2025-04-13 16:36:59.633776+00,t,120363417356147116-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
2,asst_41C1JiwJgSkLNOKaCjeAJHSN,✒ Mentoria Copywriting Extremo,"Um grupo voltado para a troca de experiências, dicas e suporte sobre copywriting e estratégias de marketing, com ênfase na prática e no crescimento profissional dos membros.",2025-04-03 16:03:11.990509+00,t,120363303453855564-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
23,asst_AB5zh4Z9m2YPu2Nhi2HteDvK,TURMA SOLANGE 💬 Bate-papo,"Um espaço para discussão sobre investimentos em criptomoedas, troca de informações, dicas de trading e suporte mútuo entre os participantes.",2025-04-03 16:14:29.980631+00,t,120363387709151372-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
140,asst_7RLNTyODgbXRANwr1b3TVyYX,Comunidade TURISMO FORA DA CAIXA,"Um espaço para a troca de experiências e informações sobre turismo alternativo, visando explorar destinos e vivências fora do comum.",2025-04-09 20:45:47.472408+00,t,120363022767149916-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
205,asst_o6bsrV9jnpVUCimB5PkZNcV3,🔥🔞𝑆𝐸𝑋𝑌𝐶𝐻𝐴𝑇🔥🔞 •вꝛꬽր×××•,\N,2025-05-10 15:19:04.453831+00,t,120363163092562318-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
33,asst_vFeGIIBGUJp02bPfCLOxwpjU,DFAC - G30,"Um espaço colaborativo para moradores de Águas Claras discutirem temas locais, compartilhar informações úteis e propor melhorias na comunidade.",2025-04-03 16:22:56.574402+00,t,120363053621166743-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
206,asst_dBDXTwX0gEB9ooqRQZWCRSXt,Comunidade Binance VIP 197,\N,2025-05-12 01:13:28.648596+00,t,120363339098813132-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
122,asst_33LXWOovmWxuzZ0CiEiT8ZQA,Bóris & MOAI,"Um espaço para compartilhar dicas, ofertas e experiências relacionadas a compras e vendas, especialmente focadas em imóveis e serviços de instalação de ar-condicionado.",2025-04-05 00:55:32.013759+00,t,120363332327136548-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
150,asst_p98xPU6jrWm7Ae5MVdj4npPZ,Comissão de Eventos SA🎉,"Um grupo voltado para a organização e planejamento de eventos, focando na decoração, agendamento e intercâmbio de ideias para comemorações e festividades.",2025-04-11 10:47:24.765983+00,t,120363308254934638-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
207,asst_0suFWpT6qTYCKL8SC2KT7kw9,🟨 Conexão IPÊ | Leia a descrição,\N,2025-05-13 01:02:43.703335+00,t,120363318875075103-group,COMUNIDADE,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
130,asst_2b6tGfYImDyQPXoQKGr0RMSy,Organização Mundial 2025,"Um grupo voltado para a organização e coordenação do Mundial 2025, focando na discussão de eventos, regulamentos e logística para os competidores e participantes.",2025-04-06 20:59:31.868151+00,t,120363292936844540-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
186,asst_aHKXG4OHuFa6XnBK8mPH6XxM,Comunidade Bóris,"Um grupo que parece ter como foco a interação e a comunicação entre seus membros, embora o conteúdo específico das discussões não esteja presente nas mensagens analisadas.",2025-04-29 18:11:18.995361+00,t,120363396218280257-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
125,asst_LqJHExvETAqGjnGPniWZ1iCx,📢 [T11-AVISOS] Mentoria Arrematador,"Um grupo para a divulgação de avisos e informações relacionadas à mentoria de arrematação, facilitando a comunicação entre os participantes.",2025-04-05 15:03:39.173269+00,t,120363304107456736-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
85,asst_ZPf4fjt8YJBbs3jPOeIMefXb,Inside Sales Brasil,"Um grupo voltado para profissionais de vendas que compartilham oportunidades de emprego, conhecimentos sobre estratégias de vendas e networking, visando o crescimento e a inovação no setor.",2025-04-03 19:50:09.135544+00,t,554198746456-1526482534,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
84,asst_4eoLsAlr3OOwjnlemfLRGpD1,REVO.PS,"Um grupo voltado para a gestão e atualização de membros, evidenciado pelas entradas e saídas frequentes de participantes.",2025-04-03 19:49:37.349006+00,t,120363030901516784-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
132,asst_8RxK9KuaIOAu2ONMJtu6XVB9,PN - Comunicados,"Um grupo voltado para a divulgação de informações e atualizações sobre o festival PN em Cannes, incluindo inscrições e critérios de participação.",2025-04-07 14:39:23.45737+00,t,120363028984270371-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
124,asst_cHXUuyP6Ye7z3VQWWgnnYH3r,DESATIVADO,"Um grupo que parece estar desativado, com diversos membros saindo e uma mensagem promocional sobre dados gratuitos da operadora MOVITEL.",2025-04-05 03:03:32.055563+00,t,120363234573853583-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
112,asst_yGeaEVKVPACg2LWCIwRTxxzG,Futvôlei dos cria,"Um grupo de amigos que compartilha momentos divertidos e interage sobre futvôlei, trocando informações, memes e organizando encontros.",2025-04-04 16:20:23.138082+00,t,120363169770691800-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
37,asst_5pxZdiC4B6AcyrAEeDOCNJM8,Rio Araguaia Viúva-Go,"Um grupo voltado para a troca de experiências, dicas e conteúdos relacionados à pesca no rio Araguaia, favorecendo a conexão entre pescadores e entusiastas da atividade.",2025-04-03 16:24:43.818236+00,t,120363285260763820-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
70,asst_qmQLXkj8hpGcagAy5gRUIG9H,MOAI | Compras e vendas,"Um grupo para a compra e venda de diversos produtos e serviços, com discussões sobre oportunidades de negócios e trocas de informações entre os participantes.",2025-04-03 18:21:40.095841+00,t,120363225505413280-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
244,asst_JCjDF6C2uz4DiXgeN1O1heMB,Azaleas,"Um grupo voltado para discutir e questionar a gestão do condomínio, buscando transparência e melhorias nas práticas administrativas.",2025-07-07 15:32:18.366197+00,t,120363399509044414-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
95,asst_FpRNeVO9YqN4kuPDg2MgT4lW,CREATORS 📲,"Um grupo voltado para criadores de conteúdo que compartilham dicas, experiências e apoio sobre produção e divulgação de vídeos e materiais para plataformas digitais.",2025-04-03 21:22:23.944376+00,t,120363385319687752-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
224,asst_TwvWEQC5ZsqWYmVPqUuCoO4r,ARUANÃ PESCA ESPORTIVA Rio Araguaia,"Um espaço para entusiastas da pesca esportiva trocarem experiências, imagens e informações sobre o Rio Araguaia, promovendo uma comunidade engajada em resgatar e celebrar a prática de pescar.",2025-05-24 00:55:40.631233+00,t,556293243426-1473383240,TRIAL,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
107,asst_8kru52kDDLQ1aRv2li1orh1G,AGORA notícias 70,"Um grupo voltado para a divulgação de notícias locais, com ênfase em eventos, segurança, e informações importantes sobre a região do Vale do Taquari.",2025-04-04 10:38:48.556095+00,t,120363026364779833-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
245,asst_pMOamdqWhkste1DHgHawvQrg,Papai Dicas #01 👔📱🍺🧰⚙️,"Um grupo voltado para compartilhar ofertas e dicas de compras, especialmente focado em produtos com descontos, promocionais e novidades para pais e presentes.",2025-07-08 12:48:08.58178+00,t,120363181218153689-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
21,asst_PjVHiRPpTYhbtHkT7bHYmJcr,Brabusfishing Rio Araguaia VIÚVA,"Um grupo voltado para entusiastas da pesca no Rio Araguaia, onde os membros trocam informações sobre pescarias, equipamentos, dicas e experiências locais.",2025-04-03 16:10:38.827382+00,t,120363225706427658-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
246,asst_J3RNk1wbQbcziyOuLP1nFuNP,Brinquedo Dicas 11 🎁⚽️🧸🚂,"Um grupo voltado para a troca de dicas e ofertas de brinquedos e produtos infantis, visando estimular a imaginação e criatividade das crianças.",2025-07-08 12:48:29.211423+00,t,120363181987708410-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
66,asst_l089qAF4xnzqm5q5QvEMviy3,Comunidade Auto Mate +,"Um grupo voltado para discutir e compartilhar atualizações, estratégias e experiências sobre automação e uso das APIs do WhatsApp Business.",2025-04-03 17:51:04.559914+00,t,120363369438728000-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
210,asst_xSRqAtTTrN9sfITo6wtrUuN0,Só Jogador Caro,\N,2025-05-14 16:13:29.166146+00,t,120363239250149477-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
225,asst_5V2DRFyHoglpXeoXomKbrkCN,N8N & AUTOMAÇÃO,"Um grupo voltado para discussão, aprendizado e troca de experiências sobre automação utilizando a ferramenta N8N, além de abordagens práticas relacionadas a integrações e inteligência artificial.",2025-05-30 22:07:03.939953+00,t,120363329986213559-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
83,asst_mXCofQXfnk00yRO12SPM7F1P,Amigos PN 👑🏀👑,"Um grupo de amigos que troca ideias e opiniões sobre esportes, em especial basquete e futebol, discutindo jogos, equipes e experiências pessoais de forma descontraída.",2025-04-03 19:43:00.14044+00,t,555499022178-1427760956,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
164,asst_XtAoyvNNG8g491xCsGS8KwwI,Comunidade ACE10x,"Um espaço de colaboração e troca de conhecimentos entre profissionais da área financeira, com foco em mentorias, orientações sobre produtos e soluções para desafios do dia a dia no trabalho.",2025-04-14 20:14:11.063057+00,t,120363155437433771-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
247,asst_DLxSGpEs66PPhVZfwXtAmIdf,Achadinhos da Lívia 🔍 #14,"Um grupo voltado para a troca de ofertas, promoções e sugestões de produtos variados, principalmente do site Shopee, visando ajudar os membros a encontrar bons negócios.",2025-07-08 12:49:24.339827+00,t,120363379119549719-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
109,asst_BaApxL6YvUDX5Q9QNX1Pbvff,Ella Lidera Líderes,"Um grupo focado em liderar e apoiar mulheres, promovendo eventos e palestras de desenvolvimento pessoal e profissional, com forte interatividade e celebração da comunidade.",2025-04-04 13:00:49.261575+00,t,120363315771938006-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
226,asst_d0WXp8wb2LUCNx4azU0W3dgj,GRUPO Nogueira,"Um grupo voltado para a promoção e venda de imóveis em Juiz de Fora, onde os membros compartilham informações, fotos e condições para atrair compradores.",2025-06-03 19:30:55.301315+00,t,553284164868-1480363770,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
108,asst_YYDjZaXkV1u15YGfrCEycyCm,Casa de mãe 2,"Um grupo familiar centrado em expressões de amor, orações, compartilhamento de bênçãos diárias e apoio mútuo em momentos de dificuldades.",2025-04-04 12:19:19.132171+00,t,556196390805-1592619040,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
248,asst_28D2aS3QIQ4tKXPlYHxcrynA,Integrações FUSS (MAG/Decision),"Um grupo voltado para a coordenação e monitoramento da integração de dados entre a plataforma FGV e o sistema RD Station, com foco na solução de problemas e troca de informações sobre leads e processos de integração.",2025-07-11 19:14:37.138982+00,t,120363401243644840-group,PARTNER,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
227,asst_UvwLej8yF0BTaCMs7juRugt6,CONASÍNDICOS,"Um grupo voltado para síndicos e síndicas que promove a troca de informações, capacitação e networking no contexto da gestão condominial em Brasília.",2025-06-04 20:40:33.929059+00,t,120363167630456024-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
4,asst_8bWNaxQrLKY3mS9xJU0d3dl1,[TIRA DÚVIDAS] Magnetic Flows,"Um grupo voltado para a troca de informações, dicas e suporte sobre automações e integrações na plataforma HighLevel, com foco em resolução de dúvidas e compartilhamento de experiências.",2025-04-03 16:03:17.637357+00,t,120363270045530305-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
14,asst_o5p7byYmn1WbshypYqMojvEX,Inteligência Artificial | NETWORK BR,"Um grupo destinado à troca de informações, experiências e suporte sobre inteligência artificial, ferramentas de marketing, vendas online e tecnologia.",2025-04-03 16:08:04.90431+00,t,120363032052129875-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
73,asst_HywKJEGVLBxJsH6Y2SVX0Lfk,IPÊ | Canal Principal 🔥,"Um espaço voltado para networking e troca de conhecimentos entre empreendedores, visando fomentar oportunidades de negócios e parcerias no ecossistema digital.",2025-04-03 19:03:47.022116+00,t,120363295462733556-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
114,asst_1Bl44JHgxIbb0ACl1PyOa7q1,💛🐝🇧🇷—• BVB_09_BR •—🇧🇷🐝🖤,"Um grupo de torcedores do Borussia Dortmund que discute jogos, notícias, análises de jogadores e compartilha emoções ligadas ao desempenho da equipe.",2025-04-04 17:01:20.572161+00,t,120363158398307726-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
82,asst_tDO0arB5FIRSxyYWn5e33coj,Família 9 TOP 809 Legendários,"Um grupo voltado para a troca de informações, apoio e planejamento entre membros que participam de eventos e desafios, com ênfase na fraternidade e espiritualidade.",2025-04-03 19:41:35.313624+00,t,120363376287389396-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
52,asst_erqUIzfWHoivt7NFyFbOy6tR,OliFriends (Comunidade),"Um espaço colaborativo onde membros trocam informações, aprendem sobre questões econômicas e políticas, e discutem diferentes perspectivas sobre temas relevantes, sempre apoiando um ambiente positivo e respeitoso.",2025-04-03 16:59:43.229452+00,t,120363109793990907-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
141,asst_hqGRvo71c3Mtde3vUIEZ20LW,ALERTA DE VÔOS - MANAUS 🎟️✈️🤑,Um grupo voltado para a troca de informações sobre alertas e ofertas de voos na região de Manaus.,2025-04-09 23:50:39.717347+00,t,120363309108688356-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
249,asst_AabezTtwAt0K76kgBbF3CU41,Crmthink <> Viasoft,Um grupo para troca de informações sobre projetos e acompanhamento de propostas comerciais entre a equipe da Crmthink e a Viasoft.,2025-07-15 17:54:18.709713+00,t,120363297394866860-group,PARTNER,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
139,asst_tXeqxvxeYcvNS9d5yjjCmI8t,SÓ GESTORES ®️,"Um espaço de colaboração entre gestores para discutir pautas, trocar informações administrativas e organizar eventos, focando na eficiência e na comunicação do grupo.",2025-04-09 17:11:25.325765+00,t,120363149198291604-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
17,asst_6gcwm9NgniKV2hGtWXNndsWf,COMUNIDADE JUSTA PENA,"Um espaço colaborativo para advogados que discutem questões jurídicas relacionadas ao sistema penal, como indulto, comutação de pena e casos específicos de defesa.",2025-04-03 16:09:22.161645+00,t,120363163553318919-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
106,asst_Imsz5ugOVT1GvygCRJhPonwC,🍁 Brazilian Growers 🇧🇷,"Um grupo destinado à inclusão e interação de cultivadores brasileiros, trocando experiências e informações sobre práticas de cultivo.",2025-04-04 02:50:11.62039+00,t,120363302642089154-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
135,asst_221uyykxnkbyYTT4Ei9q9Gee,Comunidade Sales Ops,"Um grupo voltado para discussões relacionadas a operações de vendas, incluindo trocas de informações e experiências entre profissionais da área.",2025-04-08 12:31:54.761684+00,t,120363047620965718-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
200,asst_eOEOhL8aUjAwdlH5zita0JEc,Cond. Premiatto Residence,"Um grupo voltado à gestão e comunicação de questões administrativas e financeiras do condomínio Premiatto Residence, incluindo o compartilhamento de documentos e atualizações sobre demandas e serviços.",2025-05-06 13:26:43.64199+00,t,120363123681779228-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
30,asst_W9KwcP9cArXnWZ6SLShuw29S,Hubspot Brasil,"Um grupo voltado para troca de experiências e recomendações sobre ferramentas de integração e uso do Hubspot, com foco em otimização de processos de vendas e atendimento ao cliente.",2025-04-03 16:18:23.22201+00,t,5519999889271-1583244706,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
250,asst_D0DaeowyZBiQLz3g9JewAJQb,Como Iniciar l Direito Digital 360º,"Um grupo voltado para o aprendizado e compartilhamento de conhecimento sobre Direito Digital, incluindo práticas de mercado, eventos e ferramentas de gestão para profissionais da área jurídica.",2025-07-17 15:37:25.650532+00,t,120363400595252839-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
165,asst_mWIElz0IhlslhhEhhN87Mhvr,IA OPS [Acad GA] - Bóris grupos alunos,"Um grupo voltado para discussão e resolução de questões relacionadas à automação e integração de projetos, com compartilhamento de arquivos e organização de reuniões entre os membros.",2025-04-14 23:17:16.902666+00,t,120363377451028011-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
228,asst_ic41wdL4ftmobALZ3QgdxEaV,LFG - Geeks,"Um grupo voltado para discussões informais sobre jogos, astros e relacionamentos, onde prevalece o humor e a brincadeira entre os participantes.",2025-06-05 21:07:04.402928+00,t,120363424650963513-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
54,asst_YosyMsCl7XhG7zsZzvS8RwZf,Comunidade l Direito Digital 360º,"Um espaço colaborativo para advogados e profissionais do direito digital trocarem experiências, informações e orientações sobre certificação digital, legislações, e práticas na área de direito digital.",2025-04-03 17:01:05.83511+00,t,120363180962818666-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
230,asst_DnPOIjDhRJUqlq9Dvpl940Lo,Espaço mentoria,Um grupo voltado para o compartilhamento de resumos e experiências relacionadas a mentorias.,2025-06-07 16:20:28.11239+00,t,120363417562914793-group,PAID,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
88,asst_yDRogmL3AfvUycOs34dXHEZ8,FlutterFlow Comunidade No-Code 🇧🇷,Um espaço colaborativo para entusiastas de no-code aprenderem e trocarem experiências sobre o uso do FlutterFlow.,2025-04-03 20:08:18.384005+00,t,120363205570975023-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
62,asst_GPKyo9Jic2HjuvAxXQyUWvak,Octa Novidades,"Um espaço de troca de conhecimento e networking para profissionais de negócios, vendas e tecnologia, com foco em dicas, novidades e suporte sobre o uso da plataforma Octa.",2025-04-03 17:25:45.676333+00,t,120363284563030316-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
29,asst_wWXBMsmA876qZOJrgPSNNGpP,Inteligência Artificial 🤖 ,"Um grupo voltado para discussões sobre inteligência artificial, suas aplicações, impactos sociais e inovações tecnológicas, com ênfase na interação entre membros sobre tendências e experiências práticas.",2025-04-03 16:18:03.506912+00,t,120363238815925043-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
251,asst_dFg75x3sWJH5BCwPBHIcjc2b,Connect Think <> Bóris,"Um grupo voltado para alinhamento e troca de informações sobre o desenvolvimento e implementação do plugin Bóris, com foco na comunicação colaborativa entre os membros.",2025-07-18 15:17:36.954406+00,t,120363402792429491-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
166,asst_NX6ViVJMQrMxKTbqJR8NhGEL,Coordenação Furcata,"Um grupo voltado para a interação e compartilhamento de humor entre os membros, expressando descontração e amizade.",2025-04-15 00:47:05.383354+00,t,120363235212425413-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
229,asst_ntF1h5OjXhxdTqUaC0IBRZ9b,100% Tesla Club Brasil 🇧🇷.,"Um grupo voltado para entusiastas da Tesla no Brasil, onde compartilham experiências, novidades, dicas de manutenção e suporte sobre veículos elétricos da marca.",2025-06-07 16:19:27.769521+00,t,554899898853-1516553823,PARTNER,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
191,asst_L6afCkrHWOwtqNiHfaTdwquw,Força Invicta Veteranos 2,"Um grupo de veteranos militares que discute questões relacionadas a reajustes salariais, políticas públicas e direitos dos servidores, promovendo a transparência e diálogo entre seus membros.",2025-04-30 20:06:50.821422+00,t,557193037027-1565212310,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
87,asst_kkbCXXnwmnuH5gnEF36IXm3t,Comunidade Sales Ops,"Um grupo voltado para profissionais de Sales Ops que troca informações, dicas e experiências relacionadas à automação de processos, integração de ferramentas e melhorias nas operações comerciais.",2025-04-03 20:00:28.31367+00,t,120363038089805530-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
68,asst_b9cVw6tCsDP5RPgmZAfLlGHg,Confraria  Startups,"Um espaço colaborativo para empreendedores e profissionais de startups trocarem ideias, buscarem parcerias e compartilharem oportunidades de negócios, especialmente nas áreas de saúde, marketing digital e tecnologia.",2025-04-03 17:54:41.86109+00,t,120363375864070419-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
209,asst_Aq40c3OyGY0stbkoupbn5H26,Bóris - Testes,"Um grupo voltado para testes de mensagens e interações, onde os membros compartilham experiências e se divertem com conversas leves e engraçadas.",2025-05-13 20:14:13.083358+00,t,120363399994939292-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
252,asst_6JQmptXMe02SJQDCWN2gJh5B,Condoplace <> Bóris,\N,2025-07-18 15:18:15.296886+00,t,120363418502579472-group,SPY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
123,asst_St4NhW1MrsHAl7AnhbxkrIcN,GRUPO VIP PROMOÇÕES E DICAS,Um grupo voltado para a troca de dicas e promoções exclusivas entre seus membros.,2025-04-05 01:06:29.085335+00,t,120363286903190093-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
10,asst_ZyIdchg8Xq976M6nV2m2A3ez,Geral | Tira dúvidas ✨,"Um espaço para profissionais e empreendedores de marketing trocarem dúvidas, estratégias e insights sobre SEO, desempenho e otimização de negócios digitais.",2025-04-03 16:06:05.810537+00,t,120363371601616738-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
